vegetable,week_start,wholesale_price,retail_price
PUMPKIN,2020-09-21,85.0,168.14814814814815
SNAKE GOURD,2020-09-21,138.0,185.83333333333337
BRINJALS,2020-09-28,98.33333333,129.23076923076923
CABBAGE,2020-09-28,77.5,145.0
CARROT,2020-09-28,125.8333333,195.2
LEEKS,2020-09-28,55.0,112.91666666666669
PUMPKIN,2020-09-28,75.0,168.0
SNAKE GOURD,2020-09-28,140.0,186.36363636363637
BRINJALS,2020-10-05,99.911111108,136.34871794871793
CABBAGE,2020-10-05,75.1,147.33333333333334
CARROT,2020-10-05,125.91111108,198.85333333333332
LEEKS,2020-10-05,54.666666666666664,117.65555555555557
PUMPKIN,2020-10-05,80.26666666666667,174.66666666666666
SNAKE GOURD,2020-10-05,139.33333333333334,191.51515151515153
BRINJALS,2020-10-12,101.488888886,143.46666666666667
CABBAGE,2020-10-12,72.7,149.66666666666666
CARROT,2020-10-12,125.98888886,202.50666666666663
LEEKS,2020-10-12,54.333333333333336,122.39444444444445
PUMPKIN,2020-10-12,85.53333333333333,181.33333333333337
SNAKE GOURD,2020-10-12,138.66666666666666,196.66666666666669
BRINJALS,2020-10-19,103.066666664,150.58461538461538
CABBAGE,2020-10-19,70.3,152.0
CARROT,2020-10-19,126.06666664,206.16
LEEKS,2020-10-19,54.0,127.13333333333334
PUMPKIN,2020-10-19,90.8,188.0
SNAKE GOURD,2020-10-19,138.0,201.8181818181818
BRINJALS,2020-10-26,104.644444442,157.7025641025641
CABBAGE,2020-10-26,67.9,154.33333333333334
CARROT,2020-10-26,126.14444442,209.81333333333333
LEEKS,2020-10-26,53.666666666666664,131.87222222222223
PUMPKIN,2020-10-26,96.06666666666666,194.66666666666663
SNAKE GOURD,2020-10-26,137.33333333333334,206.96969696969697
BRINJALS,2020-11-02,106.22222222,164.82051282051282
CABBAGE,2020-11-02,65.5,156.66666666666666
CARROT,2020-11-02,126.2222222,213.46666666666667
LEEKS,2020-11-02,53.333333333333336,136.61111111111111
PUMPKIN,2020-11-02,101.33333333333331,201.33333333333337
SNAKE GOURD,2020-11-02,136.66666666666666,212.12121212121212
BRINJALS,2020-11-09,107.799999998,171.93846153846152
CABBAGE,2020-11-09,63.1,159.0
CARROT,2020-11-09,126.29999998,217.12
LEEKS,2020-11-09,53.0,141.35
PUMPKIN,2020-11-09,106.6,208.0
SNAKE GOURD,2020-11-09,136.0,217.27272727272728
BRINJALS,2020-11-16,109.377777776,179.05641025641026
CABBAGE,2020-11-16,60.7,161.33333333333334
CARROT,2020-11-16,126.37777776,220.7733333333333
LEEKS,2020-11-16,52.666666666666664,146.0888888888889
PUMPKIN,2020-11-16,111.86666666666667,214.66666666666669
SNAKE GOURD,2020-11-16,135.33333333333334,222.42424242424244
BRINJALS,2020-11-23,110.955555554,186.17435897435897
CABBAGE,2020-11-23,58.3,163.66666666666666
CARROT,2020-11-23,126.45555554,224.42666666666668
LEEKS,2020-11-23,52.333333333333336,150.82777777777778
PUMPKIN,2020-11-23,117.13333333333333,221.33333333333337
SNAKE GOURD,2020-11-23,134.66666666666666,227.57575757575756
BRINJALS,2020-11-30,112.533333332,193.2923076923077
CABBAGE,2020-11-30,55.900000000000006,166.0
CARROT,2020-11-30,126.53333332,228.08
LEEKS,2020-11-30,52.0,155.56666666666666
PUMPKIN,2020-11-30,122.4,228.0
SNAKE GOURD,2020-11-30,134.0,232.72727272727272
BRINJALS,2020-12-07,114.11111111,200.4102564102564
CABBAGE,2020-12-07,53.5,168.33333333333334
CARROT,2020-12-07,126.6111111,231.73333333333335
LEEKS,2020-12-07,51.666666666666664,160.30555555555554
PUMPKIN,2020-12-07,127.66666666666666,234.66666666666669
SNAKE GOURD,2020-12-07,133.33333333333334,237.87878787878788
BRINJALS,2020-12-14,115.688888888,207.52820512820512
CABBAGE,2020-12-14,51.1,170.66666666666666
CARROT,2020-12-14,126.68888888,235.38666666666663
LEEKS,2020-12-14,51.333333333333336,165.04444444444445
PUMPKIN,2020-12-14,132.93333333333334,241.33333333333337
SNAKE GOURD,2020-12-14,132.66666666666666,243.03030303030303
BRINJALS,2020-12-21,117.266666666,214.64615384615385
CABBAGE,2020-12-21,48.7,173.0
CARROT,2020-12-21,126.76666666,239.04
LEEKS,2020-12-21,51.0,169.78333333333333
PUMPKIN,2020-12-21,138.2,248.0
SNAKE GOURD,2020-12-21,132.0,248.1818181818182
BRINJALS,2021-01-04,118.844444444,221.7641025641026
CABBAGE,2021-01-04,46.3,175.33333333333334
CARROT,2021-01-04,126.84444444,242.69333333333333
LEEKS,2021-01-04,50.666666666666664,174.52222222222224
PUMPKIN,2021-01-04,143.46666666666667,254.66666666666669
SNAKE GOURD,2021-01-04,131.33333333333334,253.33333333333331
BRINJALS,2021-01-11,120.422222222,228.8820512820513
CABBAGE,2021-01-11,43.9,177.66666666666669
CARROT,2021-01-11,126.92222222,246.34666666666664
LEEKS,2021-01-11,50.333333333333336,179.26111111111112
PUMPKIN,2021-01-11,148.73333333333335,261.33333333333337
SNAKE GOURD,2021-01-11,130.66666666666666,258.4848484848485
BRINJALS,2021-01-18,122.0,236.0
CABBAGE,2021-01-18,41.5,180.0
CARROT,2021-01-18,127.0,250.0
LEEKS,2021-01-18,50.0,184.0
PUMPKIN,2021-01-18,154.0,268.0
SNAKE GOURD,2021-01-18,130.0,263.6363636363636
BRINJALS,2021-01-25,235.0,306.6666666666667
CABBAGE,2021-01-25,47.5,180.0
CARROT,2021-01-25,122.5,250.58823529411765
LEEKS,2021-01-25,60.0,187.5
PUMPKIN,2021-01-25,160.0,272.94117647058823
SNAKE GOURD,2021-01-25,162.5,288.75
BRINJALS,2021-02-01,286.6666667,357.0
CABBAGE,2021-02-01,83.0,181.05263157894737
CARROT,2021-02-01,188.0,274.76190476190476
LEEKS,2021-02-01,103.0,209.52380952380952
PUMPKIN,2021-02-01,159.0909091,251.57894736842104
SNAKE GOURD,2021-02-01,161.0,286.0
BRINJALS,2021-02-08,239.0,308.0
CABBAGE,2021-02-08,55.90909091,160.95238095238096
CARROT,2021-02-08,168.0,254.44444444444449
LEEKS,2021-02-08,92.0,205.0
PUMPKIN,2021-02-08,146.0,242.0
SNAKE GOURD,2021-02-08,137.0,240.0
BRINJALS,2021-02-15,109.0,207.5
CABBAGE,2021-02-15,78.63636364,166.31578947368422
CARROT,2021-02-15,133.0,233.0
LEEKS,2021-02-15,81.0,194.0
PUMPKIN,2021-02-15,125.0,212.0
SNAKE GOURD,2021-02-15,97.0,210.0
BRINJALS,2021-02-22,47.0,127.33333333333331
CABBAGE,2021-02-22,83.63636364,155.3846153846154
CARROT,2021-02-22,126.0,203.66666666666663
LEEKS,2021-02-22,80.0,160.625
PUMPKIN,2021-02-22,88.0,181.93548387096777
SNAKE GOURD,2021-02-22,86.0,170.32258064516128
BRINJALS,2021-03-01,42.0,123.57142857142856
CABBAGE,2021-03-01,114.0,182.59259259259255
CARROT,2021-03-01,175.0,230.71428571428572
LEEKS,2021-03-01,81.0,164.8148148148148
PUMPKIN,2021-03-01,81.0,163.04347826086956
SNAKE GOURD,2021-03-01,84.54545455,175.0
BRINJALS,2021-03-08,31.0,114.48275862068964
CABBAGE,2021-03-08,113.0,180.4
CARROT,2021-03-08,140.0,200.0
LEEKS,2021-03-08,77.0,151.42857142857142
PUMPKIN,2021-03-08,93.33333333,172.59259259259258
SNAKE GOURD,2021-03-08,76.0,167.30769230769232
BRINJALS,2021-03-15,67.0,134.0
CABBAGE,2021-03-15,107.0,173.2258064516129
CARROT,2021-03-15,145.0,219.33333333333337
LEEKS,2021-03-15,76.0,149.67741935483872
PUMPKIN,2021-03-15,76.0,159.31034482758622
SNAKE GOURD,2021-03-15,74.54545455,158.33333333333334
BRINJALS,2021-03-22,74.0,145.0
CABBAGE,2021-03-22,81.0,157.27272727272728
CARROT,2021-03-22,121.0,207.57575757575756
LEEKS,2021-03-22,71.0,142.35294117647058
PUMPKIN,2021-03-22,65.0,133.33333333333334
SNAKE GOURD,2021-03-22,73.0,154.54545454545453
BRINJALS,2021-03-29,132.0,197.77777777777777
CABBAGE,2021-03-29,90.90909091,162.57142857142858
CARROT,2021-03-29,118.0,198.33333333333337
LEEKS,2021-03-29,78.0,148.85714285714286
PUMPKIN,2021-03-29,63.33333333,124.86486486486488
SNAKE GOURD,2021-03-29,77.0,159.11764705882354
BRINJALS,2021-04-05,160.0,218.1818181818182
CABBAGE,2021-04-05,85.0,161.25
CARROT,2021-04-05,110.0,195.80645161290323
LEEKS,2021-04-05,71.0,143.8709677419355
PUMPKIN,2021-04-05,64.0,130.0
SNAKE GOURD,2021-04-05,98.0,160.3030303030303
BRINJALS,2021-04-12,156.0,214.54545454545453
CABBAGE,2021-04-12,101.6666667,171.66666666666666
CARROT,2021-04-12,120.0,200.0
LEEKS,2021-04-12,56.0,126.66666666666669
PUMPKIN,2021-04-12,56.0,108.33333333333331
SNAKE GOURD,2021-04-12,96.0,148.33333333333334
BRINJALS,2021-04-19,215.0,216.1290322580645
CABBAGE,2021-04-19,125.0,176.33333333333334
CARROT,2021-04-19,158.0,222.25806451612905
LEEKS,2021-04-19,71.0,155.17241379310346
PUMPKIN,2021-04-19,64.0,135.66666666666666
SNAKE GOURD,2021-04-19,77.0,145.86206896551724
BRINJALS,2021-04-26,101.0,189.66666666666663
CABBAGE,2021-04-26,91.0,146.0
CARROT,2021-04-26,152.0,211.33333333333337
LEEKS,2021-04-26,59.0,142.41379310344828
PUMPKIN,2021-04-26,47.5,108.66666666666669
SNAKE GOURD,2021-04-26,70.0,145.2941176470588
BRINJALS,2021-05-03,88.0,157.66666666666666
CABBAGE,2021-05-03,96.92307692,158.33333333333334
CARROT,2021-05-03,118.0,205.33333333333337
LEEKS,2021-05-03,45.0,122.75862068965516
PUMPKIN,2021-05-03,30.5,103.44827586206895
SNAKE GOURD,2021-05-03,89.0,161.72413793103448
BRINJALS,2021-05-10,89.0,158.57142857142858
CABBAGE,2021-05-10,74.0,152.22222222222223
CARROT,2021-05-10,109.0,165.76923076923077
LEEKS,2021-05-10,63.0,128.88888888888889
PUMPKIN,2021-05-10,42.0,106.20689655172414
SNAKE GOURD,2021-05-10,90.0,170.71428571428572
BRINJALS,2021-05-17,111.0,189.58333333333337
CABBAGE,2021-05-17,108.1818182,171.6
CARROT,2021-05-17,136.6666667,211.66666666666663
LEEKS,2021-05-17,85.55555556,163.33333333333334
PUMPKIN,2021-05-17,38.5,103.46153846153848
SNAKE GOURD,2021-05-17,112.0,183.33333333333337
BRINJALS,2021-05-24,118.6,193.375
CABBAGE,2021-05-24,113.14545456,180.47126436781608
CARROT,2021-05-24,134.44444448000002,213.16666666666663
LEEKS,2021-05-24,102.244444448,178.77777777777777
PUMPKIN,2021-05-24,44.0,113.8846153846154
SNAKE GOURD,2021-05-24,118.8,193.11111111111111
BRINJALS,2021-05-31,126.2,197.16666666666669
CABBAGE,2021-05-31,118.10909092,189.3425287356322
CARROT,2021-05-31,132.22222226,214.66666666666663
LEEKS,2021-05-31,118.933333336,194.22222222222223
PUMPKIN,2021-05-31,49.5,124.3076923076923
SNAKE GOURD,2021-05-31,125.6,202.88888888888889
BRINJALS,2021-06-07,133.8,200.95833333333337
CABBAGE,2021-06-07,123.07272728,198.21379310344827
CARROT,2021-06-07,130.00000004,216.16666666666663
LEEKS,2021-06-07,135.622222224,209.66666666666669
PUMPKIN,2021-06-07,55.0,134.73076923076923
SNAKE GOURD,2021-06-07,132.4,212.66666666666669
BRINJALS,2021-06-14,141.4,204.75
CABBAGE,2021-06-14,128.03636364,207.08505747126435
CARROT,2021-06-14,127.77777782,217.66666666666663
LEEKS,2021-06-14,152.311111112,225.11111111111111
PUMPKIN,2021-06-14,60.5,145.15384615384616
SNAKE GOURD,2021-06-14,139.2,222.44444444444449
BRINJALS,2021-06-21,149.0,208.54166666666669
CABBAGE,2021-06-21,133.0,215.95632183908043
CARROT,2021-06-21,125.5555556,219.16666666666663
LEEKS,2021-06-21,169.0,240.55555555555551
PUMPKIN,2021-06-21,66.0,155.57692307692307
SNAKE GOURD,2021-06-21,146.0,232.22222222222223
BRINJALS,2021-06-28,141.0,212.33333333333337
CABBAGE,2021-06-28,158.0,224.82758620689657
CARROT,2021-06-28,155.0,220.66666666666663
LEEKS,2021-06-28,192.0,256.0
PUMPKIN,2021-06-28,85.0,166.0
SNAKE GOURD,2021-06-28,156.0,242.0
BRINJALS,2021-07-05,123.0,188.0
CABBAGE,2021-07-05,114.0,192.0
CARROT,2021-07-05,127.0,187.24137931034485
LEEKS,2021-07-05,128.0,222.0
PUMPKIN,2021-07-05,84.0,156.55172413793105
SNAKE GOURD,2021-07-05,150.0,233.66666666666663
BRINJALS,2021-07-12,111.0,165.35714285714286
CABBAGE,2021-07-12,110.0,190.0
CARROT,2021-07-12,112.0,185.3125
LEEKS,2021-07-12,149.0,227.5
PUMPKIN,2021-07-12,88.0,160.0
SNAKE GOURD,2021-07-12,128.0,221.3793103448276
BRINJALS,2021-07-19,136.0,184.8148148148148
CABBAGE,2021-07-19,102.0,185.17241379310343
CARROT,2021-07-19,101.0,179.6551724137931
LEEKS,2021-07-19,148.0,219.31034482758625
PUMPKIN,2021-07-19,89.0,162.33333333333334
SNAKE GOURD,2021-07-19,145.0,228.46153846153845
BRINJALS,2021-07-26,141.0,223.33333333333337
CABBAGE,2021-07-26,134.0,201.0
CARROT,2021-07-26,133.0,204.33333333333337
LEEKS,2021-07-26,194.0,274.0
PUMPKIN,2021-07-26,88.0,156.33333333333334
SNAKE GOURD,2021-07-26,145.8333333,228.27586206896552
BRINJALS,2021-08-02,136.0,222.8571428571429
CABBAGE,2021-08-02,130.0,195.0
CARROT,2021-08-02,113.0,193.07692307692307
LEEKS,2021-08-02,209.0,275.9375
PUMPKIN,2021-08-02,94.0,160.4
SNAKE GOURD,2021-08-02,132.0,212.30769230769232
BRINJALS,2021-08-09,172.0,243.7037037037037
CABBAGE,2021-08-09,144.0,197.40740740740745
CARROT,2021-08-09,110.0,191.4814814814815
LEEKS,2021-08-09,184.0,257.77777777777777
PUMPKIN,2021-08-09,104.0,166.2962962962963
SNAKE GOURD,2021-08-09,145.0,213.33333333333337
BRINJALS,2021-08-16,135.0,237.1875
CABBAGE,2021-08-16,110.0,192.66666666666663
CARROT,2021-08-16,108.4615385,168.9655172413793
LEEKS,2021-08-16,183.0769231,236.07142857142856
PUMPKIN,2021-08-16,109.1666667,178.33333333333334
SNAKE GOURD,2021-08-16,124.1666667,205.33333333333337
BRINJALS,2021-08-23,148.0,228.59375
CABBAGE,2021-08-23,118.0,187.58333333333331
CARROT,2021-08-23,102.23076925,157.81609195402297
LEEKS,2021-08-23,192.03846155,238.8690476190476
PUMPKIN,2021-08-23,116.08333335,178.33333333333334
SNAKE GOURD,2021-08-23,124.58333335,189.5897435897436
BRINJALS,2021-08-30,161.0,220.0
CABBAGE,2021-08-30,126.0,182.5
CARROT,2021-08-30,96.0,146.66666666666666
LEEKS,2021-08-30,201.0,241.66666666666663
PUMPKIN,2021-08-30,123.0,178.33333333333334
SNAKE GOURD,2021-08-30,125.0,173.84615384615384
BRINJALS,2021-09-06,158.0,211.11111111111111
CABBAGE,2021-09-06,115.0,204.44444444444449
CARROT,2021-09-06,88.0,158.0
LEEKS,2021-09-06,155.0,238.42105263157896
PUMPKIN,2021-09-06,86.0,176.66666666666666
SNAKE GOURD,2021-09-06,88.0,186.11111111111111
BRINJALS,2021-09-13,150.0,209.41176470588235
CABBAGE,2021-09-13,94.54545455,193.125
CARROT,2021-09-13,83.0,151.875
LEEKS,2021-09-13,161.0,240.55555555555551
PUMPKIN,2021-09-13,77.0,143.125
SNAKE GOURD,2021-09-13,98.0,196.25
BRINJALS,2021-09-20,183.0,230.58823529411765
CABBAGE,2021-09-20,94.0,166.66666666666666
CARROT,2021-09-20,70.0,147.05882352941177
LEEKS,2021-09-20,134.0,208.8235294117647
PUMPKIN,2021-09-20,55.0,129.41176470588235
SNAKE GOURD,2021-09-20,71.5,188.23529411764707
BRINJALS,2021-09-27,185.0,247.22222222222223
CABBAGE,2021-09-27,96.0,188.88888888888889
CARROT,2021-09-27,72.0,167.77777777777777
LEEKS,2021-09-27,148.0,210.55555555555551
PUMPKIN,2021-09-27,45.5,116.66666666666669
SNAKE GOURD,2021-09-27,98.0,194.44444444444449
BRINJALS,2021-10-04,182.0,240.8695652173913
CABBAGE,2021-10-04,86.0,163.47826086956522
CARROT,2021-10-04,88.0,156.25
LEEKS,2021-10-04,138.0,200.8695652173913
PUMPKIN,2021-10-04,40.0,102.5
SNAKE GOURD,2021-10-04,94.0,191.42857142857144
BRINJALS,2021-10-11,184.0,257.58620689655174
CABBAGE,2021-10-11,84.0,159.28571428571428
CARROT,2021-10-11,111.0,180.71428571428572
LEEKS,2021-10-11,161.0,224.13793103448276
PUMPKIN,2021-10-11,48.5,113.92857142857144
SNAKE GOURD,2021-10-11,114.0,211.72413793103448
BRINJALS,2021-10-18,186.0,259.2857142857143
CABBAGE,2021-10-18,89.0,164.8148148148148
CARROT,2021-10-18,98.0,175.0
LEEKS,2021-10-18,156.0,240.3703703703704
PUMPKIN,2021-10-18,45.0,113.44827586206895
SNAKE GOURD,2021-10-18,156.0,235.3846153846154
BRINJALS,2021-10-25,198.0,277.037037037037
CABBAGE,2021-10-25,112.0,199.25925925925927
CARROT,2021-10-25,123.0,179.25925925925927
LEEKS,2021-10-25,190.0,268.14814814814815
PUMPKIN,2021-10-25,42.5,105.55555555555556
SNAKE GOURD,2021-10-25,173.0,243.7037037037037
BRINJALS,2021-11-01,189.0,245.3846153846154
CABBAGE,2021-11-01,94.0,165.76923076923077
CARROT,2021-11-01,162.0,224.6153846153846
LEEKS,2021-11-01,154.0,248.07692307692307
PUMPKIN,2021-11-01,40.0,96.53846153846152
SNAKE GOURD,2021-11-01,171.0,240.0
BRINJALS,2021-11-08,149.0,238.57142857142856
CABBAGE,2021-11-08,121.0,190.0
CARROT,2021-11-08,159.0,255.6
LEEKS,2021-11-08,202.0,282.4
PUMPKIN,2021-11-08,41.5,102.0
SNAKE GOURD,2021-11-08,177.0,271.6666666666667
BRINJALS,2021-11-15,153.0,261.37931034482756
CABBAGE,2021-11-15,130.0,247.58620689655172
CARROT,2021-11-15,224.0,315.7142857142857
LEEKS,2021-11-15,219.0,317.2413793103448
PUMPKIN,2021-11-15,45.5,117.58620689655172
SNAKE GOURD,2021-11-15,192.0,280.7142857142857
BRINJALS,2021-11-22,210.0,302.0689655172414
CABBAGE,2021-11-22,188.0,303.7931034482759
CARROT,2021-11-22,294.0,409.3103448275862
LEEKS,2021-11-22,293.0,420.6896551724138
PUMPKIN,2021-11-22,47.0,118.92857142857144
SNAKE GOURD,2021-11-22,209.0,322.22222222222223
BRINJALS,2021-11-29,215.0,325.17241379310343
CABBAGE,2021-11-29,267.0,359.2307692307692
CARROT,2021-11-29,262.0,340.3333333333333
LEEKS,2021-11-29,252.0,369.0
PUMPKIN,2021-11-29,57.0,122.41379310344828
SNAKE GOURD,2021-11-29,249.0,334.64285714285717
BRINJALS,2021-12-06,264.0,362.1428571428572
CABBAGE,2021-12-06,293.0,412.6923076923077
CARROT,2021-12-06,300.0,372.1428571428572
LEEKS,2021-12-06,292.0,378.92857142857144
PUMPKIN,2021-12-06,46.0,120.35714285714286
SNAKE GOURD,2021-12-06,246.0,333.44827586206895
BRINJALS,2021-12-13,269.0,362.8571428571428
CABBAGE,2021-12-13,343.0,457.8571428571428
CARROT,2021-12-13,353.0,438.0769230769231
LEEKS,2021-12-13,294.0,409.6296296296296
PUMPKIN,2021-12-13,52.0,122.3076923076923
SNAKE GOURD,2021-12-13,247.5,356.07142857142856
BRINJALS,2021-12-20,317.0,413.0769230769231
CABBAGE,2021-12-20,250.0,424.0740740740741
CARROT,2021-12-20,358.0,455.38461538461536
LEEKS,2021-12-20,260.0,395.7692307692308
PUMPKIN,2021-12-20,50.0,113.46153846153848
SNAKE GOURD,2021-12-20,256.0,361.6
BRINJALS,2021-12-27,309.0,404.8
CABBAGE,2021-12-27,293.0,426.53846153846155
CARROT,2021-12-27,386.0,462.3076923076923
LEEKS,2021-12-27,252.0,371.48148148148147
PUMPKIN,2021-12-27,66.5,118.51851851851852
SNAKE GOURD,2021-12-27,244.0,343.7037037037037
BRINJALS,2022-01-03,302.0,399.2307692307692
CABBAGE,2022-01-03,343.0,446.2962962962963
CARROT,2022-01-03,436.0,514.2307692307693
LEEKS,2022-01-03,240.0,369.2857142857143
PUMPKIN,2022-01-03,72.5,132.85714285714286
SNAKE GOURD,2022-01-03,241.0,338.3333333333333
BRINJALS,2022-01-10,243.0,321.8181818181818
CABBAGE,2022-01-10,199.0,313.030303030303
CARROT,2022-01-10,319.0,405.1612903225806
LEEKS,2022-01-10,225.0,342.42424242424244
PUMPKIN,2022-01-10,78.0,146.36363636363637
SNAKE GOURD,2022-01-10,214.0,327.4193548387097
BRINJALS,2022-01-17,241.1111111,317.77777777777777
CABBAGE,2022-01-17,209.4444444,314.81481481481484
CARROT,2022-01-17,372.2222222,452.41379310344826
LEEKS,2022-01-17,187.7777778,293.1034482758621
PUMPKIN,2022-01-17,113.3333333,203.92857142857144
SNAKE GOURD,2022-01-17,200.0,282.962962962963
BRINJALS,2022-01-24,166.0,288.3333333333333
CABBAGE,2022-01-24,180.0,297.6666666666667
CARROT,2022-01-24,392.0,483.44827586206895
LEEKS,2022-01-24,190.0,301.37931034482756
PUMPKIN,2022-01-24,150.0,226.0
SNAKE GOURD,2022-01-24,191.0,284.83870967741933
BRINJALS,2022-01-31,237.0,348.6666666666667
CABBAGE,2022-01-31,183.0,304.13793103448273
CARROT,2022-01-31,380.0,446.2068965517241
LEEKS,2022-01-31,172.0,281.07142857142856
PUMPKIN,2022-01-31,156.0,226.42857142857144
SNAKE GOURD,2022-01-31,231.0,345.38461538461536
BRINJALS,2022-02-07,167.0,300.35714285714283
CABBAGE,2022-02-07,148.0,277.85714285714283
CARROT,2022-02-07,372.0,474.0
LEEKS,2022-02-07,139.0,259.2857142857143
PUMPKIN,2022-02-07,150.0,224.8571428571429
SNAKE GOURD,2022-02-07,172.0,277.14285714285717
BRINJALS,2022-02-14,151.0,261.93548387096774
CABBAGE,2022-02-14,108.0,251.25
CARROT,2022-02-14,405.0,521.875
LEEKS,2022-02-14,104.0,224.6875
PUMPKIN,2022-02-14,158.0,256.1290322580645
SNAKE GOURD,2022-02-14,145.0,276.7647058823529
BRINJALS,2022-02-21,240.0,268.06451612903226
CABBAGE,2022-02-21,89.0,215.9375
CARROT,2022-02-21,340.0,452.258064516129
LEEKS,2022-02-21,95.0,207.5
PUMPKIN,2022-02-21,177.0,260.0
SNAKE GOURD,2022-02-21,152.0,313.1034482758621
BRINJALS,2022-02-28,137.0,209.67741935483872
CABBAGE,2022-02-28,82.0,183.8709677419355
CARROT,2022-02-28,318.0,405.4838709677419
LEEKS,2022-02-28,99.0,213.5483870967742
PUMPKIN,2022-02-28,173.0,255.86206896551724
SNAKE GOURD,2022-02-28,144.4444444,268.0
BRINJALS,2022-03-07,127.0,204.84848484848484
CABBAGE,2022-03-07,70.0,175.48387096774192
CARROT,2022-03-07,314.0,381.875
LEEKS,2022-03-07,93.0,193.33333333333337
PUMPKIN,2022-03-07,162.0,247.0967741935484
SNAKE GOURD,2022-03-07,122.0,263.125
BRINJALS,2022-03-14,140.0,230.32258064516128
CABBAGE,2022-03-14,68.0,175.17241379310346
CARROT,2022-03-14,228.0,327.0967741935484
LEEKS,2022-03-14,75.0,191.25
PUMPKIN,2022-03-14,146.0,220.0
SNAKE GOURD,2022-03-14,120.0,260.3225806451613
BRINJALS,2022-03-21,144.0,223.8709677419355
CABBAGE,2022-03-21,67.0,169.3548387096774
CARROT,2022-03-21,187.0,250.32258064516128
LEEKS,2022-03-21,74.0,164.66666666666666
PUMPKIN,2022-03-21,70.0,161.93548387096774
SNAKE GOURD,2022-03-21,138.0,234.33333333333337
BRINJALS,2022-03-28,161.0,260.3333333333333
CABBAGE,2022-03-28,63.0,164.0
CARROT,2022-03-28,136.0,236.0
LEEKS,2022-03-28,73.0,162.85714285714286
PUMPKIN,2022-03-28,54.0,155.86206896551724
SNAKE GOURD,2022-03-28,137.0,233.5483870967742
BRINJALS,2022-04-04,175.0,272.41379310344826
CABBAGE,2022-04-04,74.0,178.6206896551724
CARROT,2022-04-04,155.0,277.85714285714283
LEEKS,2022-04-04,119.0,219.23076923076923
PUMPKIN,2022-04-04,63.0,157.24137931034485
SNAKE GOURD,2022-04-04,140.0,242.06896551724137
BRINJALS,2022-04-11,230.0,334.48275862068965
CABBAGE,2022-04-11,53.33333333,170.66666666666666
CARROT,2022-04-11,136.0,238.66666666666663
LEEKS,2022-04-11,118.0,197.0
PUMPKIN,2022-04-11,54.0,133.33333333333334
SNAKE GOURD,2022-04-11,137.0,232.0
BRINJALS,2022-04-18,234.0,335.8333333333333
CABBAGE,2022-04-18,70.0,158.4
CARROT,2022-04-18,108.0,215.6
LEEKS,2022-04-18,82.0,184.0
PUMPKIN,2022-04-18,54.54545455,146.4
SNAKE GOURD,2022-04-18,147.0,249.0909090909091
BRINJALS,2022-04-25,161.0,273.7931034482759
CABBAGE,2022-04-25,61.0,154.07407407407408
CARROT,2022-04-25,106.0,197.93103448275863
LEEKS,2022-04-25,81.0,182.06896551724137
PUMPKIN,2022-04-25,54.0,130.3448275862069
SNAKE GOURD,2022-04-25,192.0,257.6
BRINJALS,2022-05-02,277.0,350.0
CABBAGE,2022-05-02,98.0,189.28571428571428
CARROT,2022-05-02,153.0,248.88888888888889
LEEKS,2022-05-02,117.0,220.0
PUMPKIN,2022-05-02,67.0,139.64285714285714
SNAKE GOURD,2022-05-02,233.0,310.8
BRINJALS,2022-05-09,292.0,417.5
CABBAGE,2022-05-09,96.0,218.1818181818182
CARROT,2022-05-09,172.0,342.85714285714283
LEEKS,2022-05-09,112.0,241.57894736842104
PUMPKIN,2022-05-09,76.0,155.0
SNAKE GOURD,2022-05-09,226.0,368.1818181818182
BRINJALS,2022-05-16,327.0,434.8148148148149
CABBAGE,2022-05-16,142.0,294.13793103448273
CARROT,2022-05-16,212.0,390.3571428571428
LEEKS,2022-05-16,136.0,300.74074074074076
PUMPKIN,2022-05-16,96.0,190.68965517241375
SNAKE GOURD,2022-05-16,266.0,376.15384615384613
BRINJALS,2022-05-23,300.0,434.13793103448273
CABBAGE,2022-05-23,144.0,293.7037037037037
CARROT,2022-05-23,295.0,403.0769230769231
LEEKS,2022-05-23,121.0,290.0
PUMPKIN,2022-05-23,119.0,190.0
SNAKE GOURD,2022-05-23,284.0,391.1111111111111
BRINJALS,2022-05-30,305.0,434.13793103448273
CABBAGE,2022-05-30,206.0,293.7037037037037
CARROT,2022-05-30,302.0,403.0769230769231
LEEKS,2022-05-30,202.0,290.0
PUMPKIN,2022-05-30,113.0,190.0
SNAKE GOURD,2022-05-30,300.0,391.1111111111111
BRINJALS,2022-06-06,316.0,465.9375
CABBAGE,2022-06-06,258.0,417.0967741935484
CARROT,2022-06-06,288.0,401.61290322580646
LEEKS,2022-06-06,190.0,310.3333333333333
PUMPKIN,2022-06-06,114.0,210.3125
SNAKE GOURD,2022-06-06,312.0,493.2142857142857
BRINJALS,2022-06-13,293.0,390.0
CABBAGE,2022-06-13,284.0,418.92857142857144
CARROT,2022-06-13,262.0,392.5
LEEKS,2022-06-13,182.0,293.1034482758621
PUMPKIN,2022-06-13,139.0,225.71428571428572
SNAKE GOURD,2022-06-13,268.0,399.2857142857143
BRINJALS,2022-06-20,277.0,388.75
CABBAGE,2022-06-20,241.0,380.3125
CARROT,2022-06-20,242.0,384.5161290322581
LEEKS,2022-06-20,164.0,281.93548387096774
PUMPKIN,2022-06-20,176.0,258.06451612903226
